idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
331, Junior NCO refers to staff sergeants and technical sergeants (pay grades E-5 and E-6) in the USAF pay grade system.,staff sergeants and technical sergeants,0.0004911422729492,6.214149236679077,0.5172392129898071,0.3703703703703703,0.3703703703703703,What does junior NCO refer to in the USAF pay grade system?,1
332," The coursework in the Commissioned Officer Training (COT) in the USAF now includes extensive coursework as well as field exercises in leadership, confidence, fitness, and deployed-environment operations.",deployed-environment operations,0.0004887580871582,7.567777395248413,0.2598575949668884,0.1935483870967741,0.1935483870967741,What is an example of the coursework now offered in the COT in the USAF? ,1
333, Poetry and painting.,poetry and often skilled in painting,0.0004856586456298,0.995323657989502,0.778113603591919,0.6666666666666666,0.6666666666666666,What arts were the Qing emperors good at?,1
334, weekly,weekly,0.0004839897155761,0.4196045398712158,1.0,1.0,1.0,How often does Friday Cheers take place on Brown's Island?,1
335, The C-NAF provides planning and execution of aerospace forces in support of CCDR requirements.,planning and execution of aerospace forces,0.0004904270172119,3.895261526107788,0.6053566336631775,0.5714285714285715,0.5714285714285715,What does the C-NAF provide support to?,1
336, Ballistic missile defense and air breathing threat defense.,ballistic,0.0005137920379638,2.1609749794006348,0.515102207660675,0.2222222222222222,0.2222222222222222,"What kind of missile defense does active defense protect against, according to the DCA?",0
337," The types of international duties of the Personnel Recovery (PR) mission include: 
             1. Preparing for and executing the recovery of isolated personnel across the ROMO (Regional Operating Military Organization) and returning those personnel to duty.
             2. Enhancing the development of an effective, global capacity to protect and recover isolated personnel wherever they are placed at risk.
             3. Denying an adversary's ability to exploit a nation through propaganda.
             4. Developing joint, interagency, and international capabilities that contribute to crisis response and regional stability.",crisis response and regional stability,0.000481367111206,22.070268154144287,0.2747135162353515,0.1136363636363636,0.1136363636363636,What are the types of international duties of the PR mission? ,0
338, Gregorian calendar.,the Gregorian calendar,0.000490665435791,1.0001254081726074,0.9535421133041382,0.8,0.8,"Although the schedule in Israel became predictable after 2005, there were still problems in Windows until Israel adjusted DST to what calendar in 2013?",1
339, Robert Pearce,Robert Pearce,0.0004854202270507,0.6057474613189697,1.0,1.0,1.0,Who was the member of Parliament who brought a bill about Daylight Saving Time to the House of Commons in 1908?,1
340," The US Air Force is prepared to assure, dissuade, and deter its allies through various means, including nuclear strike operations, cyber operations, and space operations.",carry out the nuclear strike operations mission,0.0004856586456298,6.620638847351074,0.4803894460201263,0.25,0.25,What is the US Air Force prepared to do to support its allies? ,1
341, 1.5 miles,1.5-mile,0.0004982948303222,1.2030091285705566,0.8964823484420776,1.0,1.0,How long is the run that the USAF airmen are tested on for the fitness program? ,1
342, General Mike Hostage,General Mike Hostage,0.0004858970642089,1.00303316116333,1.0,1.0,1.0,Who was the Commander of Air Combat Command in 2013?,1
343, The Shunzhi Emperor,"""Son of Heaven""",0.0004923343658447,1.3913369178771973,0.2512795627117157,0.0,0.0,What was the Shunzi Emperor called?,0
344, The U.S. Army.,U.S. Army,0.0004920959472656,1.3934485912322998,0.901273787021637,0.8571428571428571,0.8571428571428571,"What organization did the US Air Force adopt ""Challenge Coins"" from?",1
345, Edinburgh of the Seven Seas,Edinburgh of the Seven Seas,0.0004870891571044,1.2005116939544678,1.0000001192092896,1.0,1.0,What was the name of the settlement that was assessed after the evactuation?,1
346, HMS Atlantic Isle,HMS Atlantic Isle,0.0004858970642089,0.8079240322113037,1.000000238418579,1.0,1.0,What was the islands codename during World War II?,1
347, 1966,1966,0.0004887580871582,0.8113803863525391,1.0,1.0,1.0,When did a guerrilla group fight for Namibia's independence? ,1
348, Nightingale Islands,Ascension Island,0.000490665435791,0.999161958694458,0.5051348805427551,0.5,0.5,what other island is included in the territory?,0
349, Southern China,Liaodong,0.0004990100860595,0.6097869873046875,0.21511110663414,0.0,0.0,Where did a Han revolt occur?,0
350, E-7 through E-9.,pay grades E-7 through E-9,0.0004842281341552,1.7777421474456787,0.7228979468345642,0.8333333333333333,0.8333333333333333,What pay grades are included in the USAF for Senior NCOs?,1
351, Han Chinese.,Mongols,0.0004847049713134,0.8092131614685059,0.3585175275802612,0.0,0.0,What group did the Manchus take over to add strength to their numbers?,0
352, 6,six,0.0004918575286865,0.6099021434783936,0.9383978843688964,0.0,0.0,How many periods of geology are within the Paleozoic era?,1
353, Clock shifts.,Changes to DST rules,0.0004844665527343,0.801518440246582,0.2344492971897125,0.0,0.0,What can cause issues with installed computer systems?,1
354, daylight saving,daylight saving,0.000497817993164,0.6115090847015381,1.0,1.0,1.0,Which term did Willett use in his 1907 proposal to refer to DST?,1
355, 1661,1661,0.0004901885986328,0.801133394241333,1.0,1.0,1.0,When did Shunzhi's death?,1
356, Aeromedical Evacuation forces can operate as far forward as fixed-wing aircraft are able to conduct airland operations.,Aeromedical evacuation forces,0.0004880428314208,4.669293165206909,0.7433822154998779,0.2857142857142857,0.2857142857142857,Who operates and is able to conduct airland missions? ,1
357, O-10 (General),E-9 (senior enlisted),0.0004918575286865,1.3826332092285156,0.4383566379547119,0.0,0.0,What is the highest pay grade in the USAF?,0
358, 7,seven,0.00048828125,0.6094334125518799,0.9258614778518676,0.0,0.0,How many Monument Zones are present in the Kathmandu valley?,1
359, The Lower Five Banners.,Lower Five Banners,0.0005128383636474,1.3811705112457275,0.9436522126197816,0.8571428571428571,0.8571428571428571,What were the rest of the banners called?,1
360, The last Sunday in September at 24:00 local time.,24:00,0.0004870891571044,2.736780881881714,0.4872369170188904,0.3333333333333333,0.3333333333333333,At what local time does Chile change their clocks for DST?,1
361, Strange Stories from a Chinese Studio,Strange Stories,0.0004894733428955,1.3729290962219238,0.5799610614776611,0.5,0.5,What was the name of Pu Songling's collection of short stories?,1
362, Russia,Russia,0.0004994869232177,0.4115927219390869,1.000000238418579,1.0,1.0,Policy in regard to what country was discussed at Eisenhower's first cabinet meeting?,1
363, Climate.,climate,0.0005133152008056,0.6064813137054443,0.8724268674850464,1.0,1.0,What is uncertain about the Cretaceous?,1
364, 1673,1673,0.0004863739013671,0.794520378112793,1.0,1.0,1.0,When did Kexi retire?,1
365," The US Air Force is the only branch of the US military that is organized as a separate department within the Department of Defense, with its own civilian Secretary and Chief of Staff.",an organization in which mostly its officers fought,0.0004942417144775,6.927980899810791,0.4447582066059112,0.0975609756097561,0.0975609756097561,How does the US Air Force differ from other branches of the military?,0
366, Vitamin D.,vitamin D,0.000497817993164,0.7923269271850586,0.9664433002471924,1.0,1.0,"Other than in osteomalacia, what is there no evidence of a relationship between pain and?",1
367, Lewis Carroll's youngest brother was the Reverend Edwin Heron Dodgson.,Reverend Edwin Heron Dodgson,0.000483751296997,3.2735345363616943,0.6991720795631409,0.5333333333333333,0.5333333333333333,who is Lewis Carroll's youngest brother?,1
368," Almost 68,000.","68,000",0.0004842281341552,1.3662574291229248,0.8339893221855164,0.8,0.8,How many causalities did the US Air Force suffer during WWII? ,1
369, Tristão da Cunha,Portuguese explorer Tristão da Cunha,0.0005054473876953,1.5550577640533447,0.7334821224212646,0.8,0.8,who was the main island named after?,1
370, 2008,"February 12, 1912",0.0004937648773193,0.790255069732666,0.2085647881031036,0.0,0.0,When did he step down?,0
371, The Tongzhi Emperor,Tongzhi,0.0004863739013671,1.172518968582153,0.8325326442718506,0.5,0.5,Who was Cixi's son?,1
372, The U.S. War Department created the first antecedent of the U.S. Air Force in 1907.,U.S. War Department,0.0004901885986328,4.831109523773193,0.453716903924942,0.3809523809523809,0.3809523809523809,Who created the first version of the US Air Force in 1907?,1
373, The USAF's KC-135 is a tanker aircraft based on a civilian jet.,aerial refueling aircraft,0.0004911422729492,3.5095648765563965,0.5029915571212769,0.1176470588235294,0.1176470588235294,What kind of aircraft is the USAF's KC-135?,1
374, Han Bannermen.,Han Bannermen,0.0004870891571044,1.1910731792449951,0.9857575297355652,1.0,1.0,Which ethnicity dominated the army in the reigns of Shunzhi and Kangxi?,1
375, To and between medical treatment facilities by air transportation.,to and between medical treatment facilities,0.0004880428314208,2.154851198196411,0.7408910989761353,0.8,0.8,Where does the Aeromedical Evacuation team transport casualties? ,1
376, The Cape Colony in South Africa.,South Africa,0.0004887580871582,1.5761048793792725,0.6887619495391846,0.5,0.5,Which nation does Swazi defer to when it comes to monetary policy?,1
377, Dorgon chose Beijing as the capital to quickly stabilize the regime and speed up the conquest of the rest of the country by keeping the Ming capital and bureaucracy intact.,stabilize the regime and sped up the conquest of the rest of the country,0.0005366802215576,6.649867534637451,0.5249051451683044,0.5909090909090909,0.5909090909090909,Why did Dorgon keep Beijing as his capital?,1
378, Large-scale operations and normal operations.,large-scale operations,0.0005040168762207,1.609915018081665,0.8609269857406616,0.6666666666666666,0.6666666666666666,When is air-to-air refueling primarily used by the US Air Force?,0
379, tens of thousands of hectares,tens of thousands of hectares,0.0004959106445312,1.1992835998535156,1.0,1.0,1.0,How much land did the Han farm in Inner Mongolia?,1
380, Tristão da Cunha,Tristão da Cunha,0.0004832744598388,1.5878875255584717,1.0,1.0,1.0,what was the name of the explorer that sighted them?,1
381, Chief Master Sergeant,Chief Master Sergeant,0.0004806518554687,0.8077826499938965,1.0,1.0,1.0,What is the newest top enlisted grade in the USAF?,1
382, Hawaii.,Hawaii,0.0005185604095458,0.6230688095092773,0.9495166540145874,1.0,1.0,Which state receives an average of 460 inches of rainfall per year?,1
383, 1919,1919,0.0004887580871582,0.8052277565002441,1.0000001192092896,1.0,1.0,For a time during which year did Popper consider himself a communist?,1
384, 2011,2011,0.0005092620849609,0.805626392364502,1.0,1.0,1.0,What year did Olympic Air receive an award as Top Domestic Airline?,1
385, Sleep patterns.,sleep patterns,0.0004816055297851,0.8098409175872803,0.9390738606452942,1.0,1.0,What important part of daily life might be disturbed because of DST changing what time you go to bed?,1
386, 1987,1987,0.0004875659942626,0.8166859149932861,1.0,1.0,1.0,When was 'Bonfire of the Vanities' published?,1
387, 1984,1984,0.0004856586456298,0.8082447052001953,1.0,1.0,1.0,What year were professional players allowed to play in the  Summer Olympics? ,1
388, They revolted against the Qing government.,all three fiefdoms to be reverted to the crown.,0.0004820823669433,1.778670072555542,0.1111515685915947,0.1333333333333333,0.1333333333333333,"What happened when Kexi, and the two other generals all retired?",0
389, Inconclusive,inconclusive,0.0004851818084716,0.8078591823577881,1.0000001192092896,1.0,1.0,Who won the Battle of Lake George?,1
390, 1681,1681,0.00048828125,0.8053250312805176,1.0,1.0,1.0,When did the Qing regain power over southern China?,1
391, George Hudson,George Hudson,0.0005180835723876,0.6096668243408203,1.0000001192092896,1.0,1.0,Who first suggested daylight saving?,1
392, Internally.,internally,0.0004847049713134,0.8039093017578125,0.9272688031196594,1.0,1.0,Where do computers usually use UTC?,1
393, Hong Taiji,Hong Taiji,0.0004832744598388,0.8055362701416016,1.000000238418579,1.0,1.0,Who included newly conquered Ming officials in his government?,1
394," The US Air Force Basic Military Training (BMT) includes training in a deployment phase, known as the BEAST, which simulates a deployment environment and teaches trainees skills such as defending and protecting their base of operations, forming a structure of leadership, directing search and recovery, and basic self-aid buddy care.",directing search and recovery,0.0004920959472656,12.64499807357788,0.0974652394652366,0.1454545454545454,0.1454545454545454,What other training do the US Air force Personnel get during BMT? ,1
395, The First Sino-Japanese War of 1895.,Tensions,0.0004880428314208,2.53236985206604,0.1857263743877411,0.0,0.0,What resulted between the Chinese and Japanese after the Coup?,0
396, Bogda khan (wise Khan),khan,0.0004878044128417,1.75968599319458,0.7776698470115662,0.4,0.4,What title did the emperor hold in Mongolia?,1
397, Multiple DST rules.,multiple DST rules,0.0004866123199462,0.994553565979004,0.9526979327201844,1.0,1.0,What added complexity do people working across time zones have to keep track of?,1
398, Farmers.,farming,0.0005023479461669,0.6161491870880127,0.6991662979125977,0.0,0.0,What makes bacteria resistant to antibiotic treatment?,0
399," The fields of study in the Commissioned Officer Training (COT) in the USAF include medicine, law, religion, biological sciences, and healthcare administration.","medicine, law, religion, biological sciences, or healthcare administration",0.0004873275756835,6.432687759399414,0.4183460772037506,0.4666666666666667,0.4666666666666667,What fields of study in the COT are included in this area of the USAF? ,1
400, 23 hours.,23,0.0004880428314208,0.9951174259185792,0.5215786695480347,0.6666666666666666,0.6666666666666666,What percent own 2 or more cars?,0
401, The equatorial region.,near the equator,0.0004899501800537,1.1864471435546875,0.70720374584198,0.3333333333333333,0.3333333333333333,What region of the earth sees little change in daylight from season to season?,1
402," November 1, 1897","November 1, 1897,",0.0004832744598388,1.5678346157073977,0.9966033101081848,1.0,1.0,When were two missionaries killed?,1
403," The French-British army in the 1860 invasion of China was around 25,000 soldiers.","25,000",0.0005183219909667,4.456524610519409,0.1389795988798141,0.2352941176470588,0.2352941176470588,How many people can fit in Dasarath Rangasala Stadium?,0
404, The Iraq War.,Iraq War,0.0004856586456298,0.9963290691375732,0.859978437423706,0.8,0.8,During what war the the USAF establish a new career field for piloting UAVs and drones?,1
405, Before the normal workday.,after,0.0004858970642089,1.3801276683807373,0.2542383670806885,0.0,0.0,Is it better to harvest grain before or after the morning dew evaporates?,0
406, 1716,1716,0.0004961490631103,0.7970662117004395,1.0,1.0,1.0,When was the Kangxi Dictionary published?,1
407, Zhu Zhiliang,Zhu Zhiliang,0.000486135482788,0.9907386302947998,1.0,1.0,1.0,Who did Yongzheng call Marquis?,1
408, Incandescent lighting.,incandescent,0.0005092620849609,1.1867923736572266,0.8838750123977661,0.6666666666666666,0.6666666666666666,"When DST was first proposed, what type of lighting was consuming the most electricity?",1
409, Spring,one hour,0.000483751296997,0.4139387607574463,0.2433305382728576,0.0,0.0,For how much more time was the molten steel supposed to cool when the computer mix-up happened in the German steel facility?,0
410," Building Partnerships is about interacting with others and is therefore an inherently inter-personal and cross-cultural undertaking, with the major goal of developing, guiding, and sustaining relationships for mutual benefit and security.",building trust-based relationships for mutual benefit,0.0004799365997314,7.7260589599609375,0.4917477667331695,0.25,0.25,What is the major goal of Building Partnerships in these deeds and actions?,1
411," Airlift supports strategic, operational, or tactical objectives by transporting and delivering forces and materiel through the air.","strategic, operational, or tactical",0.0004851818084716,4.629131078720093,0.4509543776512146,0.3809523809523809,0.3809523809523809,What objectives does Airlift support? ,1
412, The Gapsin Coup.,Gapsin Coup,0.000490665435791,1.5606439113616943,0.923811137676239,0.8,0.8,What coup happened in 1884?,1
413," Humanitarian assistance provided by US forces is limited in scope and duration, and is designed to supplement or complement the efforts of the host nation civil authorities or agencies that may have the primary responsibility for providing humanitarian assistance.","human pain, disease, hunger, or privation that might present a serious threat to life",0.0004818439483642,8.268357276916504,0.1766373515129089,0.1132075471698113,0.0754716981132075,What kinds of endemic conditions do the Human Assistance Operations entail? ,0
414, Shang Kexi and Geng Zhongming,Shang Kexi and Geng Jingzhong,0.0004832744598388,2.3674871921539307,0.8264709711074829,0.8000000000000002,0.8000000000000002,Name the other two important Ming generals?,0
415, 1908,1908,0.0004878044128417,0.8075065612792969,1.0,1.0,1.0,What year did Cixi die?,1
416, Basic Military Training (BMT) for enlisted personnel.,Basic Military Training,0.0004944801330566,2.370555877685547,0.7806925773620605,0.6,0.6,What did the USAF strive to improve since 2005?,1
417, Li Zicheng,Li Zicheng,0.0004928112030029,1.0003888607025146,1.0,1.0,1.0,Who raided Beijing in 1644?,1
418, 25 hours,25,0.0004858970642089,0.8036148548126221,0.5481796264648438,0.6666666666666666,0.6666666666666666,How many members of the United Kingdom Parliament were in the British-Irish Parliamentary Assembly originally?,0
419, The Inner Court was located in the northern part of the Forbidden City.,Forbidden City,0.000511884689331,2.8942785263061523,0.561953067779541,0.2666666666666667,0.2666666666666667,Where was the Inner Court?,1
420, July and August 2012.,July and August,0.000490665435791,1.5734107494354248,0.8295941352844238,0.8571428571428571,0.8571428571428571,When does the middle of summer occur on Cyprus?,0
421, Sun Yat-sen,"Sun Yat-sen,",0.0004928112030029,1.1880388259887695,0.980932116508484,1.0,1.0,Who led the Republic of China?,1
422, Dorgon,Dorgon,0.0004913806915283,0.803067684173584,0.9999998807907104,1.0,1.0,Who was a threat to Shunzhi's throne?,1
423," Building Partnerships is about interacting with international airmen and other relevant actors to develop, guide, and sustain relationships for mutual benefit and security.",airmen interacting with international airmen and other relevant actors,0.000490665435791,5.831416368484497,0.6076114177703857,0.5,0.5,What does Building Partnerships relate to in the Air Force? ,1
424, After their usual workday.,after,0.0004868507385253,1.3791208267211914,0.34590545296669,0.4,0.4,Is it better to harvest grain before or after the morning dew evaporates?,0
425, Farmers.,agricultural,0.0004835128784179,0.6063628196716309,0.7729822397232056,0.0,0.0,What is Greece a significant producer of within the EU?,0
426," Language, region, and culture.","relevant language, region, and culture",0.0004804134368896,1.5649502277374268,0.8465127944946289,0.888888888888889,0.888888888888889,What are Airmen expected to be competent in for these Building Partnerships missions?,1
427, The Secretary of Defense (SECDEF) directs the Secretary of the Air Force (SECAF) to execute a Change in Operational Control (CHOP) of these units from their administrative alignment to the operational command of a Regional Combatant Commander (CCDR).,Regional Combatant Commander,0.0005145072937011,9.99486231803894,0.4724392890930176,0.1463414634146341,0.1463414634146341,Who is in charge of these Change in Operational Control missions? ,0
428, Older timestamps.,older timestamps,0.0005028247833251,0.7986361980438232,0.9558817148208618,1.0,1.0,What's might a new TZ value mishandle when it changes with new DST rules?,1
429, Many.,many,0.0004878044128417,0.6050467491149902,0.8788395524024963,1.0,1.0,Has the world seen many or few changes in the observation of DST?,1
430, USTRANSCOM,USTRANSCOM,0.0004811286926269,1.1796836853027344,1.000000238418579,1.0,1.0,Who does the AMC forces usually retain their componency to?,1
431," The ability to establish, extend, secure, protect, and defend in order to sustain assigned networks and missions.",sustain assigned networks and missions,0.000523567199707,4.440690040588379,0.5691676139831543,0.4545454545454545,0.4545454545454545,What is ability is critical in Cyberspace Supports mission?,1
432, 17 years,seventeen years,0.0004866123199462,0.7952227592468262,0.8310933709144592,0.5,0.5,How long did it take for the Manchus to take the rest of China?,1
433, 1644,"May 27, 1644",0.0005056858062744,0.7907290458679199,0.7443618774414062,0.5,0.5,When did the battle take place?,0
434, We avoid disrupting evening entertainment and activities tied to sunlight.,weekday schedules,0.0005064010620117,2.3221168518066406,0.2155301868915558,0.0,0.0,What do we avoid disrupting by doing the time shift during days most people don't work?,0
435, Standard Time,Standard Time,0.0004894733428955,0.6026115417480469,1.000000238418579,1.0,1.0,What is the schedule of time called when it is not daylight savings time?,1
436, 2007,2007,0.0004820823669433,0.7920734882354736,1.0000001192092896,1.0,1.0,When was 'The Grand Concourse' published?,1
437, Central European Midsummer Time,Central European Midsummer Time,0.0005090236663818,1.178272724151611,1.0,1.0,1.0,What's a third name for double daylight saving time or Double Summer Time used in Europe?,1
438, The Chinese wanted to end the opium trade.,silver,0.0004901885986328,2.1283063888549805,0.0296100489795207,0.0,0.0,What did the Chinese get paid for their goods?,0
439, Daylight.,daylight,0.0004975795745849,0.7957203388214111,0.9565258622169496,1.0,1.0,When did the sacrifices to the deities of the heavens occur? ,1
440, Cao Xueqin,Cao Xueqin,0.0004973411560058,1.1734192371368408,1.0,1.0,1.0,Who wrote the novel Dream of the Red Chamber?,1
441," The ""roof stomp"" is a cultural tradition in the US Air Force where airmen welcome a new commander or commemorate an event by stomping on the roof of a building.","welcome a new commander or to commemorate another event, such as a retirement",0.0004897117614746,7.306414842605591,0.2573329210281372,0.3720930232558139,0.3720930232558139,What does the roof stomp tradition signify in the US Air Force?,1
442," The Japanese won Taiwan in the First Sino-Japanese War of 1895, after defeating the Qing dynasty's Beiyang Fleet and gaining control of the island through the Treaty of Shimonoseki.",First Sino-Japanese,0.0004856586456298,8.26763916015625,0.4870824813842773,0.1764705882352941,0.1764705882352941,How did the Japanese win Taiwan?,1
443," The Air Force Personnel Center at Randolph Air Force Base in San Antonio, Texas.",Defense Officer Personnel Management Act of 1980,0.000490665435791,3.3508028984069824,0.3181189298629761,0.0952380952380952,0.0952380952380952,What are Air Force Officer promotions overseen by?,0
444," The Air Force promotes security to its allies through credible deterrent capabilities, successful visible demonstrations, and exercises, which assure allies, dissuade proliferation, and deter potential adversaries from actions that threaten US national security or the populations and deployed military forces of the US, its allies, and friends.",Dissuading others from acquiring or proliferating WMD,0.0004920959472656,11.372359037399292,0.3217270374298095,0.1481481481481481,0.1111111111111111,How does the Air Force promote security to its allies? ,1
445, Peter Wellington,Peter Wellington,0.0005052089691162,0.6170616149902344,0.9999999403953552,1.0,1.0,What member of Queensland Parliament was responsible for finally bringing the DST for South East Queensland referendum to a vote?,1
446, The USAF changed its training methods on UAVs in 2014 due to large aircraft losses in training and a GAO report critical of handling of drone programs.,large aircraft losses in training,0.0004870891571044,6.656264066696167,0.5480018854141235,0.3125,0.3125,Why did the USAF change its training methods on UAVs in 2014?,1
447, Manchu,Mongolian,0.0004944801330566,0.606602668762207,0.518278181552887,0.0,0.0,What language did the dynasties name come from originall?,0
448, Circadian rhythm.,circadian rhythm,0.0005078315734863,0.983046054840088,0.9417219758033752,1.0,1.0,What natural rhythm is disrupted by seasonal changes?,1
449, Russia,Russian,0.0004913806915283,0.4109587669372558,0.7134127616882324,0.0,0.0,Who did the Chinese lose territory to in exchange for help?,1
450, 3,three,0.0004868507385253,0.6012475490570068,0.8656187057495117,0.0,0.0,"Before Hindus are cremated, how many times are their bodies placed in the Bagmati?",1
451, Entomologist.,entomologist,0.0004839897155761,0.9817018508911132,0.9705778956413268,1.0,1.0,What particular kind of scientist was George Hudson?,1
452," Positive nuclear command, control, communications.",effective nuclear weapons security,0.0004756450653076,1.747119665145874,0.5486383438110352,0.2222222222222222,0.2222222222222222,What is one of the five functions of NDO support? ,0
453," In the southern hemisphere, the beginning and ending dates of DST are roughly the reverse of those in the northern hemisphere.",Beginning and ending dates,0.0004851818084716,4.614096641540527,0.4377443194389343,0.32,0.32,"In the southern hemisphere, what aspect of DST is about the reverse of that of the northern hemisphere?",1
454, William F. Shughart II,William F. Shughart II,0.0004839897155761,1.5650882720947266,1.0,1.0,1.0,Who is the economist who said there was about $1.7 billion in lost opportunity costs because of the 2007 changes?,1
455, The Air Force.,Health Service Support,0.0004897117614746,0.98298978805542,0.2115488946437835,0.0,0.0,Who coordinates the deployment of thee Aeromedical Evacuation? ,0
456, The United States Air Force (USAF) is the aerial warfare service branch of the United States Armed Forces.,the aerial warfare service branch of the United States Armed Forces,0.0004928112030029,4.438408613204956,0.7612652778625488,0.7586206896551725,0.7586206896551725,What is the USAF?,1
457, The Chongzhen Emperor committed suicide when the city of Beijing fell to the rebel forces led by Li Zicheng in 1644.,suicide,0.0005147457122802,5.826915740966797,0.3273676037788391,0.0909090909090909,0.0909090909090909,How did Mark Anthony's love die?,0
458, The Self-Strengthening Movement.,Self-Strengthening Movement,0.0005061626434326,1.76997971534729,0.953090488910675,0.8571428571428571,0.8571428571428571,What was the Qing governments attempt to create a modern socity called?,1
459, New Zealand,New Zealand,0.0005073547363281,0.6076931953430176,1.0,1.0,1.0,What country has a strong hunting culture?,1
460, The Taiping Heavenly Kingdom.,Taiping Heavenly Kingdom,0.0004832744598388,1.3817546367645264,0.962156057357788,0.8571428571428571,0.8571428571428571,What entity was established in Guizhou province?,1
461, 22,22,0.0004818439483642,0.6099328994750977,0.9999999403953552,1.0,1.0,How many airlines use Tribhuvan International for international flights?,1
462," The Qing armies lost many battles due to their outdated military tactics and equipment, as well as their inability to adapt to the modern warfare introduced by European powers.",Taiping Rebellion,0.0004894733428955,6.212857484817505,0.199242889881134,0.0,0.0,What caused the Qing armies to lose many battles?,0
463, 3%,3%,0.0004885196685791,0.8134076595306396,1.0000001192092896,1.0,1.0,How many Namibian's speak English?,1
464, F-16 aircraft converted to QF-16 configuration.,early model F-16 aircraft converted to QF-16 configuration,0.0004870891571044,2.5449259281158447,0.9580447673797609,0.888888888888889,0.888888888888889,What are the QF-4 aircraft being replaced by the US Air Force? ,1
465," China refers to the country, its people, or the Chinese culture.",Middle Kingdom,0.000500202178955,2.9273436069488525,0.1264718770980835,0.0,0.0,What does China mean?,0
466, Southern China,southern China,0.000493049621582,0.6123435497283936,1.0000001192092896,1.0,1.0,"What part of China did Kexi, Zhongming, and Youde rule?",1
467," ""Do Something Amazing""","""No One Comes Close""",0.000478982925415,1.1887948513031006,0.2559409439563751,0.0,0.0,What was a recent US Air Force recruiting slogan? ,0
468, 1697,Dzungar–Qing War,0.0005004405975341,0.8003926277160645,0.2371862530708313,0.0,0.0,When was Galdan killed?,0
469, FAT,FAT,0.0004885196685791,0.4180023670196533,1.0,1.0,1.0,What file system do most removable devices use?,1
470, Late.,late,0.0004956722259521,0.6117362976074219,0.8411937952041626,1.0,1.0,"In year-round DST, would sunrise happen early or late compared to most places?",1
471, Yuan Chonghuan,Wu Sangui,0.0004928112030029,1.1877033710479736,0.4405395984649658,0.0,0.0,Who was the most important Ming general?,0
472, Offensive Counterair,Offensive Counterair,0.0004982948303222,0.8018336296081543,1.0,1.0,1.0,What does the abbreviation OCA stand for? ,1
473, 40 minutes.,40 minutes,0.0004818439483642,1.0233469009399414,0.9494083523750304,1.0,1.0,"How much less, on average, do workers in the U.S. sleep on Mondays after switching to DST, according to the 2009 study?",1
474, Europe,Europe,0.0004847049713134,0.4279093742370605,1.0,1.0,1.0,"Where did the ""Roaring Twenties""  spread to after the war?",1
475, Edward L. Dreyer,Edward L. Dreyer,0.0005266666412353,1.388237476348877,1.0,1.0,1.0,Which historian blamed naval weakness for European imperialism in China?,1
476, Japan,Japan,0.0004842281341552,0.4164519309997558,0.9999999403953552,1.0,1.0,Who beat the Chinese in the First Sino-Japanese War?,1
477, The Sino-French War.,Second Opium War,0.0005023479461669,1.5778656005859375,0.5282535552978516,0.2857142857142857,0.2857142857142857,What was the war called fought between the British and French against the Qing?,0
478, 1842.,1842,0.0004894733428955,0.9949462413787842,0.9629479050636292,1.0,1.0,When did the Qing surrender to the British?,1
479," The general public, historians, researchers, and students of the United States Air Force and the Qing dynasty.",national and military decision makers,0.0004880428314208,4.280425786972046,0.2440147399902343,0.0909090909090909,0.0909090909090909,Who benefits from the process analysis and dissemination of this information? ,0
480, Morning activities.,sunrise,0.0005214214324951,0.8060057163238525,0.518028974533081,0.0,0.0,The lack of fluctuation in time for what daily event means regions of the world near the equator don't usually keep DST?,0
481, The Qianlong Emperor.,Qianlong,0.0004935264587402,1.38090181350708,0.7900508046150208,0.5,0.5,Which emperor allowed Han migration to Dzungaria?,1
482, Winston Churchill,Winston Churchill,0.0004880428314208,0.6137909889221191,1.0,1.0,1.0,Who told Parliament that after long periods of attacks people would leave the cities for the country? ,1
483, The Ming dynasty's capital was Beijing before the Manchu's.,Ming,0.00048828125,2.7361087799072266,0.453595370054245,0.1666666666666666,0.1666666666666666,Whose capital was Beijing before the Manchu's?,1
484, 1867,1867,0.0004849433898925,0.8048231601715088,1.0000001192092896,1.0,1.0,When did the US buy Alaska?,1
485, Air pollution.,air pollution,0.000490665435791,0.8052911758422852,0.9016503095626832,1.0,1.0,What kind of pollution is caused by emissions from cars while they're sitting in traffic?,1
486, President Harry S Truman,President Harry S Truman,0.0004918575286865,0.9960780143737792,1.0,1.0,1.0,Who signed the National Security Act of 1947? ,1
487, Clocks are usually set forward one hour in the spring and back one hour in the fall.,The name of local time,0.0004971027374267,3.895551919937134,0.4690894782543182,0.0909090909090909,0.0909090909090909,What usually changes when a place observes DST?,0
488, A remote group of volcanic islands.,archipelago,0.0005042552947998,1.5754361152648926,0.5682916641235352,0.0,0.0,what type of island group are the islands?,0
489, Edinburgh of the Seven Seas,Edinburgh of the Seven Seas,0.0004942417144775,1.1964378356933594,1.0000001192092896,1.0,1.0,What was the name of the settlement that was assessed after the evactuation?,1
490, E-4,Corporal,0.0004932880401611,0.8024685382843018,0.0960386618971824,0.0,0.0,What rank is NCO status achieved in the US Army?,1
491, Congress.,Congress,0.0004887580871582,0.6202280521392822,0.9430285096168518,1.0,1.0,What group accidentally published the non CIA budget in 1994?,1
